,age,sex,underweight,overweight,obese,parents_support,close_friends,students_support,felt_lonely,mean_school_absence,mean_physical_fighting,physically_attacked,cyber_bullied,bullied
26769,14.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,4.5,12.0,1.0,1
26770,14.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.5,6.5,4.0,1.0,1
26771,15.0,0.0,,,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26772,14.0,0.0,,,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26773,14.0,1.0,,,,1.0,0.0,3.0,3.0,1.5,0.0,0.0,0.0,1
26774,14.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,4.5,12.0,1.0,1
26775,15.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,0.0,0
26776,14.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,,0.0,0.0,1.0,1
26777,13.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,7.5,2.5,2.0,0.0,1
26778,16.0,0.0,,,,2.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,1
26779,14.0,1.0,,,,1.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
26780,15.0,1.0,,,,1.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,1
26781,14.0,1.0,,,,1.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,1
26782,14.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
26783,16.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,1
26784,15.0,1.0,,,,5.0,3.0,4.0,4.0,1.5,2.5,0.0,1.0,1
26785,15.0,1.0,,,,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1
26786,17.0,0.0,,,,4.0,1.0,4.0,5.0,1.5,0.0,1.0,0.0,1
26787,17.0,0.0,,,,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
26788,16.0,1.0,,,,4.0,0.0,3.0,1.0,7.5,0.0,0.0,0.0,1
26789,15.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1
26790,16.0,0.0,,,,5.0,,5.0,2.0,,12.0,0.0,,0
26791,15.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26792,15.0,0.0,,,,0.0,,2.0,1.0,,1.0,1.0,1.0,1
26793,15.0,0.0,,,,5.0,3.0,5.0,1.0,1.5,0.0,0.0,0.0,1
26794,15.0,1.0,,,,5.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,1
26795,15.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1
26796,16.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.5,0.0,0.0,0.0,1
26797,16.0,0.0,,,,1.0,3.0,1.0,5.0,0.0,1.0,2.0,1.0,1
26798,15.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.5,0.0,0.0,0.0,1
26799,15.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1
26800,16.0,1.0,,,,2.0,3.0,3.0,3.0,,1.0,0.0,1.0,1
26801,17.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,1.5,0.0,0.0,0.0,1
26802,16.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26803,16.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,5.0,10.0,0.0,1.0,1.0,1
26804,17.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,0.0,12.0,12.0,0.0,1
26805,17.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.5,0.0,0.0,1.0,1
26806,16.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,7.5,0.0,0.0,0.0,1
26807,16.0,0.0,,,,3.0,3.0,5.0,3.0,1.5,0.0,0.0,0.0,1
26808,17.0,1.0,,,,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,1
26809,17.0,1.0,,,,5.0,1.0,4.0,5.0,0.0,0.0,4.0,1.0,1
26810,16.0,1.0,,,,3.0,2.0,4.0,4.0,7.5,0.0,0.0,1.0,1
26811,16.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,1.5,0.0,0.0,1.0,1
26812,16.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1
26813,16.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,1
26814,16.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,0.0,4.0,1.0,1
26815,16.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26816,16.0,1.0,,,,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0
26817,16.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26818,16.0,,,,,0.0,3.0,5.0,1.0,,,1.0,0.0,1
26819,16.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1
26820,16.0,0.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26821,17.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1
26822,17.0,1.0,,,,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1
26823,17.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0
26824,17.0,0.0,,,,1.0,3.0,1.0,4.0,0.0,0.0,12.0,1.0,1
26825,17.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1
26826,17.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,1.5,0.0,0.0,1.0,1
26827,13.0,0.0,,,,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26828,13.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
26829,14.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1
26830,13.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26831,13.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,12.0,0.0,1
26832,14.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
26833,14.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1
26834,13.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26835,13.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26836,13.0,1.0,,,,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26837,14.0,0.0,,,,4.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,1
26838,13.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26839,14.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1
26840,14.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26841,14.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
26842,13.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,2.5,0.0,0.0,0
26843,13.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1
26844,13.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0
26845,13.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26846,13.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1
26847,13.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1
26848,13.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26849,13.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26850,13.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1
26851,13.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
26852,13.0,1.0,,,,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26853,13.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26854,13.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.5,1.0,1.0,1.0,1
26855,13.0,0.0,,,,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1
26856,13.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1
26857,13.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.5,0.0,0.0,0.0,1
26858,13.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1
26859,13.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1
26860,13.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26861,13.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
26862,13.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26863,13.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,1
26864,14.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
26865,14.0,0.0,,,,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
26866,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26867,14.0,1.0,,,,3.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
26868,14.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.5,4.5,0.0,0.0,1
26869,14.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26870,14.0,0.0,,,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26871,14.0,0.0,,,,4.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26872,15.0,0.0,,,,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26873,14.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26874,14.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
26875,15.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1
26876,15.0,1.0,,,,1.0,3.0,1.0,5.0,4.0,1.0,2.0,0.0,1
26877,14.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26878,14.0,0.0,,,,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
26879,15.0,1.0,,,,1.0,2.0,2.0,1.0,0.0,12.0,10.0,1.0,1
26880,14.0,1.0,,,,2.0,3.0,4.0,3.0,0.0,2.5,1.0,1.0,1
26881,14.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.5,1.0,0.0,0.0,1
26882,15.0,0.0,,,,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
26883,16.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0
26884,15.0,1.0,,,,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1
26885,15.0,0.0,,,,2.0,2.0,1.0,1.0,1.5,0.0,0.0,1.0,1
26886,15.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1
26887,16.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0
26888,16.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,1.5,1.0,0.0,0.0,1
26889,16.0,0.0,,,,2.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1
26890,16.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
26891,16.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1
26892,15.0,0.0,,,,3.0,3.0,4.0,3.0,1.5,0.0,0.0,1.0,1
26893,15.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26894,15.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26895,15.0,1.0,,,,5.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1
26896,16.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26897,15.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1
26898,15.0,0.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26899,15.0,0.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26900,16.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1
26901,15.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
26902,15.0,1.0,,,,2.0,3.0,2.0,5.0,0.0,2.5,10.0,0.0,1
26903,16.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.5,0.0,0.0,0.0,1
26904,16.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
26905,16.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
26906,17.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.5,0.0,0.0,,1
26907,17.0,0.0,,,,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1
26908,16.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26909,17.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1
26910,16.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1
26911,16.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26912,17.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1
26913,17.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26914,16.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26915,16.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,1.5,1.0,0.0,0.0,1
26916,16.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1
26917,16.0,0.0,,,,4.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1
26918,17.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1
26919,16.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,1.5,0.0,0.0,0.0,1
26920,16.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26921,16.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26922,17.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.5,0.0,0.0,0.0,1
26923,17.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,1.5,2.5,0.0,0.0,1
26924,17.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,7.5,12.0,0.0,1.0,1
26925,17.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.5,0.0,0.0,0.0,1
26926,17.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,1
26927,17.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,10.0,0.0,0.0,0.0,1
26928,17.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0
26929,17.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
26930,17.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.5,0.0,0.0,0.0,1
26931,17.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26932,17.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,10.0,0.0,0.0,0.0,1
26933,13.0,0.0,,,,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26934,13.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
26935,14.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1
26936,13.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26937,13.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,12.0,0.0,1
26938,14.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
26939,14.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1
26940,13.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26941,13.0,1.0,,,,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26942,14.0,0.0,,,,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0
26943,14.0,0.0,,,,4.0,3.0,3.0,1.0,,1.0,0.0,0.0,0
26944,13.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26945,14.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1
26946,14.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26947,14.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
26948,16.0,,,,,0.0,2.0,5.0,1.0,,2.5,0.0,0.0,0
26949,13.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1
26950,14.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1
26951,13.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1
26952,13.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,8.0,0.0,1
26953,13.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26954,13.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,1
26955,13.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1
26956,15.0,0.0,,,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1
26957,13.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
26958,14.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
26959,14.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
26960,13.0,1.0,0.0,1.0,0.0,1.0,,3.0,4.0,1.5,0.0,0.0,0.0,1
26961,13.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26962,13.0,1.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,1.5,0.0,0.0,0.0,1
26963,15.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26964,13.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,1
26965,14.0,1.0,0.0,1.0,0.0,5.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,1
26966,13.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
26967,13.0,0.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
26968,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26969,14.0,0.0,,,,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
26970,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1
26971,14.0,1.0,,,,3.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
26972,14.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,,4.5,0.0,0.0,0
26973,14.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
26974,14.0,0.0,,,,4.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
26975,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
26976,14.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
26977,14.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
26978,15.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1
26979,15.0,1.0,,,,1.0,3.0,1.0,5.0,,1.0,2.0,0.0,1
26980,14.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0
26981,14.0,0.0,,,,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
26982,15.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,12.0,10.0,1.0,1
26983,15.0,0.0,,,,1.0,3.0,1.0,1.0,,0.0,0.0,0.0,0
26984,16.0,0.0,,,,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1
26985,14.0,1.0,,,,2.0,3.0,4.0,3.0,0.0,2.5,1.0,1.0,1
26986,14.0,1.0,,,,1.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1
26987,15.0,,,,,1.0,2.0,5.0,5.0,0.0,1.0,0.0,,1
26988,14.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.5,1.0,0.0,0.0,1
26989,16.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,,2.5,0.0,1.0,1
26990,14.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
26991,14.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1
26992,15.0,0.0,,,,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
26993,16.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0
26994,15.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1
26995,15.0,0.0,,,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1
26996,15.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1
26997,16.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0
26998,16.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,1.5,1.0,0.0,0.0,1
26999,16.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
27000,16.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
27001,15.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1
27002,15.0,0.0,,,,3.0,3.0,4.0,3.0,1.5,0.0,0.0,1.0,1
27003,15.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
27004,15.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
27005,15.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1
27006,16.0,0.0,,,,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
27007,17.0,0.0,,,,4.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
27008,17.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
27009,15.0,1.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1
27010,16.0,0.0,,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
27011,15.0,0.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
27012,16.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1
27013,15.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
27014,15.0,1.0,,,,2.0,3.0,2.0,5.0,0.0,2.5,10.0,0.0,1
27015,16.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,1.5,1.0,0.0,0.0,1
27016,16.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.5,0.0,0.0,0.0,1
27017,16.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1
27018,16.0,0.0,,,,2.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
27019,16.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
27020,16.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
27021,17.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.5,2.5,0.0,1.0,1
27022,17.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1
27023,16.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0
27024,17.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1
27025,16.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1
27026,18.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
